Número Procedimiento,Nro SAF,Descripcion SAF,Nro UOC,Descripcion UOC,Tipo de Procedimiento,Modalidad,Apartado Directa,Ejercicio,Fecha de Publicación,Fecha de Apertura,Etapa,Alcance,Nombre del Procedimiento,Objeto del Procedimiento,Monto Estimado,Tipo de Operación
15-0021-CDI20,106.0,106 - Comisión Nacional de Actividades Espaciales,15.0,15 - Unidad de Abastecimiento - CONAE,Contratación Directa,Sin Modalidad,Apartado 3: Adjudicación Simple por Exclusividad,2020.0,31/07/2020 11:00:00 a.m.,12/08/2020 11:00:00 a.m.,Única,Internacional,Placas SNAP para equipamiento de las Estaciones Terrenas de Espacio Profundo,Placas SNAP para equipamiento de las Estaciones Terrenas de Espacio Profundo,507500.0,Proceso de Compra
38/18-0189-CDI20,379.0,379 - Estado Mayor General de la Armada,38.0,38/18 - Division Contrataciones - Comando de Transportes Navales,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2020.0,31/07/2020 05:00:00 p.m.,14/08/2020 08:01:00 a.m.,Única,Nacional,SERVICIO DE FUMIGACIÓN Y CONTROL PLAGAS EN DE BUQUE ROMPEHIELOS A.R.A ALMIRANTE IRIZAR,CONTRATAR UN SERVICIO DE FUMIGACIÓN Y CONTROL PLAGAS EN DE BUQUE ROMPEHIELOS A.R.A ALMIRANTE IRIZAR,154000.0,Proceso de Compra
84/13-1231-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/13 - Dirección de Remonta y Veterinaria,Licitacion Privada,Sin Modalidad,,2020.0,31/07/2020 08:00:00 a.m.,11/08/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE CABALLADA (3er Trimestre).,ADQUISICIÓN DE ELEMENTOS DE CABALLADA (3er Trimestre).,345252.32,Proceso de Compra
74/7-0225-LPR20,107.0,107 - Administración de Parques Nacionales,74.0,74/07 - INTENDENCIA TIERRA DEL FUEGO,Licitacion Privada,Sin Modalidad,,2020.0,31/07/2020 12:00:00 p.m.,14/08/2020 12:00:00 p.m.,Única,Nacional,Servicio de limpieza de edificios y locales del Parque Nacional Tierra del Fuego.,Contratación de Servicio de limpieza de edificios y locales del Parque Nacional Tierra del Fuego por el término de UN (01) año.,876000.0,Proceso de Compra
37/68-0070-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/068 - Escuadrón 42 Calafate,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 08:00:00 a.m.,18/08/2020 10:00:00 a.m.,Única,Nacional,RECARGA DE MATAFUEGOS,ADQUISICION DE SERVICIO DE RECARGA DE MATAFUEGOS,118500.0,Proceso de Compra
487-0003-LPU20,403.0,403 - Superintendencia de Bienestar de la Policia Federal Argentina,487.0,487 - División Compras y Suministros - Superintendencia de Bienestar de la Policia Federal Argentina,Licitacion Pública,Orden de compra abierta,,2020.0,03/08/2020 10:00:00 a.m.,27/08/2020 10:00:00 a.m.,Única,Nacional,Servicio de recepción  elaboración y distribución de alimentos para el Complejo Médico e Institutos,Contratación del Servicio de elaboración y distribución de raciones de comida destinadas  al COMPLEJO MEDICO CHURRUCA-VISCA y a  los Institutos Maternales RAYITO DE SOL I y II .,165491640.0,Proceso de Compra
69-0006-LPR20,909.0,909 - Colonia Nacional Dr. Manuel Montes de Oca,69.0,69/00 - División Compras y Contrataciones,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 10:00:00 a.m.,25/08/2020 12:00:00 p.m.,Única,Nacional,LINEAS ELECTRICAS EN PABELLONES,LINEAS ELECTRICAS EN PABELLONES,5500000.0,Proceso de Compra
68-0025-CDI20,906.0,906 - Administración Nacional de Laboratorios e Institutos de Salud “Dr. Carlos Malbrán,68.0,68/00 - Departamento de Administracion de Bienes - ANLIS,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 08:00:00 a.m.,10/08/2020 11:00:00 a.m.,Única,Nacional,ALQUILER DE FOTOCOPIADORA CNCCB,ALQUILER DE FOTOCOPIADORA CNCCB,72000.0,Proceso de Compra
17-0006-CDI20,113.0,113 - Teatro Nacional Cervantes,17.0,17 - Oficina de Compras- TNC,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 09:00:00 a.m.,19/08/2020 12:00:00 p.m.,Única,Nacional,ADQUISICIÓN DE AURICULARES TIPO VINCHA,ADQUISICIÓN DE AURICULARES TIPO VINCHA,17940.0,Proceso de Compra
17-0007-CDI20,113.0,113 - Teatro Nacional Cervantes,17.0,17 - Oficina de Compras- TNC,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 09:00:00 a.m.,18/08/2020 12:00:00 p.m.,Única,Nacional,Adquisición de consumibles para máquinas de humo,Adquisición de consumibles para máquinas de humo,74414.0,Proceso de Compra
23-0003-LPR20,301.0,301 - Secretaria General de la Presidencia de la Nación,23.0,23/000 - Dirección General de Administración - SG,Licitacion Privada,Orden de compra abierta,,2020.0,03/08/2020 09:30:00 p.m.,11/09/2020 06:00:00 p.m.,Única,Nacional,Servicios Gráficos - Museo Casa Rosada,Servicios Gráficos - Museo Casa Rosada,2976806.53,Proceso de Compra
17-0009-CDI20,113.0,113 - Teatro Nacional Cervantes,17.0,17 - Oficina de Compras- TNC,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 09:00:00 a.m.,18/08/2020 01:00:00 p.m.,Única,Nacional,ADQUISICIÓN DE PINCELES Y RODILLOS,ADQUISICIÓN DE PINCELES Y RODILLOS,248901.0,Proceso de Compra
28-0008-CDI20,322.0,322 - Ministerio de Turismo y Deportes,28.0,28 -  Departamento de Compras y Patrimonio- MTU,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 10:00:00 a.m.,19/08/2020 11:00:00 a.m.,Única,Nacional,SERV.DE MANT.PREVENTIVO Y CORRECTIVO DE CROMATOGRAFOS GASEOSOS Y LIQ. DEL LAB. CONTROL DOPING DEL MT,SERV.DE MANT.PREVENTIVO Y CORRECTIVO DE CROMATOGRAFOS GASEOSOS Y LIQ. DEL LAB. CONTROL DOPING DEL MTYD,1080000.0,Proceso de Compra
37/117-0323-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/117 - Escuadron Seguridad Vial Pergamino,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 09:00:00 a.m.,07/08/2020 12:00:00 p.m.,Única,Nacional,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULO Y MOTOVEHICULO,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULO Y MOTOVEHICULO,912840.0,Proceso de Compra
17-0017-CDI20,113.0,113 - Teatro Nacional Cervantes,17.0,17 - Oficina de Compras- TNC,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 09:00:00 a.m.,19/08/2020 01:00:00 p.m.,Única,Nacional,ADQUISICIÓN DE MATERIAL ELÉCTRICO,ADQUISICIÓN DE MATERIAL ELÉCTRICO,458688.5,Proceso de Compra
37/34-0364-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/034 - Escuadrón 19 Ingeniero Juarez,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 08:00:00 a.m.,12/08/2020 10:00:00 a.m.,Única,Nacional,AGUA MINERAL ENVASADA,AGUA MINERAL ENVASADA,929290.0,Proceso de Compra
38/12-0440-LPR20,379.0,379 - Estado Mayor General de la Armada,38.0,38/12 - Comando de la Flota de Mar,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 08:00:00 a.m.,18/08/2020 10:00:00 a.m.,Única,Nacional,SERVICIO DE CONFECCIÓN DE CAPAS Y LONAS PARA EL AVISO A.R.A PUERTO ARGENTINO.,SERVICIO DE CONFECCIÓN DE CAPAS Y LONAS PARA EL AVISO A.R.A PUERTO ARGENTINO.,433000.0,Proceso de Compra
14/2-0008-LPU20,105.0,105 - Comisión Nacional de Energía Atómica,14.0,14/2 - Centro Atómico Ezeiza - CNEA,Licitacion Pública,Sin Modalidad,,2020.0,03/08/2020 02:00:00 p.m.,04/09/2020 10:00:00 a.m.,Única,Nacional,SERVICIO ASISTENCIA Y EDUCACIÓN MATERNAL  E INICIAL PARA EL JARDÍN  MATERNO INFANTIL DEL C.A.E,SERVICIO ASISTENCIA Y EDUCACIÓN MATERNAL  E INICIAL PARA EL JARDÍN  MATERNO INFANTIL DEL C.A.E,30000000.0,Proceso de Compra
46/21-0494-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/21 - 21° La Pampa - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 01:00:00 p.m.,12/08/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE FILMADORA Y CÁMARAS FOTOGRÁFICAS PARA EL 21º DISTRITO LA PAMPA,ADQUISICIÓN DE FILMADORA Y CÁMARAS FOTOGRÁFICAS PARA EL 21º DISTRITO LA PAMPA,226997.0,Proceso de Compra
38/38-0498-LPR20,379.0,379 - Estado Mayor General de la Armada,38.0,38/38 - MINISTERIO DE DEFENSA - ARMADA ARGENTINA - HOSPITAL NAVAL BUENOS AIRES CIRUJANO MAYOR DOCTOR PEDRO MALLO,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 04:00:00 p.m.,12/08/2020 10:00:00 a.m.,Única,Nacional,MANTENIMIENTO PREVENTIVO DE DOS (2) PLANTAS DE AGUA ENFRIADA MARCA TRANE,MANTENIMIENTO PREVENTIVO DE DOS (2) PLANTAS DE AGUA ENFRIADA MARCA TRANE.,776820.0,Proceso de Compra
33-0024-LPR20,350.0,350 - Ministerio de Trabajo; Empleo y Seguridad Social,33.0,33/000 - Dirección General de Administración - MT,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 03:00:00 p.m.,21/08/2020 11:00:00 a.m.,Única,Nacional,Servicio de Limpieza Integral y Fumigación de la AT Santiago del Estero,Servicio de Limpieza Integral y Fumigación de la AT Santiago del Estero,2454733.32,Proceso de Compra
69-0017-CDI20,909.0,909 - Colonia Nacional Dr. Manuel Montes de Oca,69.0,69/00 - División Compras y Contrataciones,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 06:00:00 a.m.,31/08/2020 12:00:00 p.m.,Única,Nacional,Análisis bacteriológico y fisicoquímico del agua de consumo,Análisis bacteriológico y fisicoquímico del agua de consumo,225000.0,Proceso de Compra
40/14-0123-LPR20,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/014 - UOC DPTO CDR,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 10:00:00 a.m.,14/08/2020 11:00:00 a.m.,Única,Nacional,Servicio De Mantenimiento Y Reparación de Equipos De Aires Acondicionados,Servicio De Mantenimiento Y Reparación de Equipos De Aires Acondicionados,1172700.0,Proceso de Compra
98-0001-LPR20,101.0,101 - Fundación Miguel Lillo,98.0,98/00 - Dir. Compras,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 10:00:00 a.m.,26/08/2020 11:00:00 a.m.,Única,Nacional,REPARACIÓN INTEGRAL DE VEREDA PERIMETRAL  ETAPA III  PLAN DE COMPRAS 2020,REPARACIÓN INTEGRAL DE VEREDA PERIMETRAL  ETAPA III  PLAN DE COMPRAS 2020,2337068.84,Proceso de Compra
21-0016-LPR20,201.0,201 - Dirección Nacional de Migraciones,21.0,21/000 - Dirección General de Administración - DNM,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 08:00:00 a.m.,24/08/2020 12:00:00 p.m.,Única,Nacional,Grupo Electrogeno Tancredo Neves,CONTRATACIÓN DEL SERVICIO DE PUESTA A PUNTO  MANTENIMIENTO Y ASISTENCIA TÉCNICA MENSUAL DEL GRUPO ELECTRÓGENO SITO EN EL PUENTE INTERNACIONAL TANCREDO NEVES  PERTENECIENTE A LA DIRECCIÓN NACIONAL DE MIGRACIONES POR EL TÉRMINO DE DOCE (12) MESES Y CON OPCIÓN A PRORROGA POR HASTA DOCE (12) MESES MÁS A FAVOR DE ESTA DIRECCIÓN NACIONAL,720000.0,Proceso de Compra
327-0015-CDI20,669.0,669 - Administración Nacional de Aviación Civil,327.0,327 - Departamento de Compras y Contrataciones- ANAC,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 06:00:00 p.m.,10/09/2020 11:00:00 a.m.,Única,Nacional,Adquisición de artículos para el hogar,Adquisición de artículos para el hogar,284000.0,Proceso de Compra
40/45-0387-CDI20,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/045 - UOC PAL,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 02:30:00 p.m.,13/08/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE COMPUESTOS QUÍMICOS,ADQUISICIÓN DE COMPUESTOS QUÍMICOS,646189.5,Proceso de Compra
84/21-1257-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/21 - Comando Brigada Mecanizada XI,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 02:00:00 p.m.,12/08/2020 09:00:00 a.m.,Única,Nacional,ADQ DEL SERV DE MANTENIMIENTO Y RECARGA DE MATAFUEGOS - 2DO SEMESTRE 2020-2DO LLAMADO,ADQ DEL SERV DE MANTENIMIENTO Y RECARGA DE MATAFUEGOS - 2DO SEMESTRE 2020-2DO LLAMADO,767232.45,Proceso de Compra
84/21-1254-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/21 - Comando Brigada Mecanizada XI,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 12:00:00 p.m.,11/08/2020 08:00:00 a.m.,Única,Nacional,ADQ DEL SERV DE MANTENIMIENTO Y REPARACIÓN DE EQUIPOS INFORMÁTICOS - 2DO SEMESTRE 2020 - 2DO LLAMADO,ADQUISICIÓN DEL SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE EQUIPOS INFORMÁTICOS - 2DO SEMESTRE 2020,121300.0,Proceso de Compra
37/17-0707-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/017 - Escuadrón 47 Ituzaingo,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 08:00:00 a.m.,10/08/2020 10:00:00 a.m.,Única,Nacional,CONTRATACIÓN DIRECTA PARA LA ADQUISICIÓN DE ALIMENTOS BALANCEADOS PARA CANES,CONTRATACIÓN DIRECTA PARA LA ADQUISICIÓN DE ALIMENTOS BALANCEADOS PARA PERROS,128625.0,Proceso de Compra
14/2-0239-CDI20,105.0,105 - Comisión Nacional de Energía Atómica,14.0,14/2 - Centro Atómico Ezeiza - CNEA,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 03:00:00 p.m.,18/08/2020 10:00:00 a.m.,Única,Nacional,ELEMENTOS NECESARIOS PARA SEGURIDAD FÍSICA DEL PERSONAL EN OBRA (RA-10),ELEMENTOS NECESARIOS PARA SEGURIDAD FÍSICA DEL PERSONAL EN OBRA (RA-10),382800.0,Proceso de Compra
14/1-0250-CDI20,105.0,105 - Comisión Nacional de Energía Atómica,14.0,14/1 - Centro Atómico Constituyentes - CNEA,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 10:00:00 a.m.,25/08/2020 11:00:00 a.m.,Única,Nacional,CALZADO DE SEGURIDAD,CALZADO DE SEGURIDAD,150100.0,Proceso de Compra
84/74-0128-LPU20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/74 - Sastrería Militar,Licitacion Pública,Orden de compra abierta,,2020.0,03/08/2020 10:00:00 a.m.,18/08/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE PRODUCTOS TERMINADOS,ADQUISICIÓN DE PRODUCTOS TERMINADOS,1582350.0,Proceso de Compra
14/1-0041-LPR20,105.0,105 - Comisión Nacional de Energía Atómica,14.0,14/1 - Centro Atómico Constituyentes - CNEA,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 10:00:00 a.m.,24/08/2020 10:00:00 a.m.,Única,Internacional,LASER ARGON,LASER ARGON,1500000.0,Proceso de Compra
80-0027-CDI20,310.0,310 - Ministerio de Salud,80.0,80/000 - Dirección General de Administración - MS,Contratación Directa,Sin Modalidad,Apartado 5: Compulsa Abreviada por Urgencia,2020.0,03/08/2020 03:30:00 p.m.,10/08/2020 04:00:00 p.m.,Única,Nacional,Adquisición de medicamentos inmunosupresores por urgencia,Adquisición de medicamentos inmunosupresores por urgencia,97288213.4,Proceso de Compra
46/14-0526-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/14 - 14° San Luis - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 02:00:00 p.m.,14/08/2020 04:00:00 p.m.,Única,Nacional,Botellones de agua envasada para el 14° Distrito San Luis,Botellones de agua envasada para el 14° Distrito San Luis,173550.0,Proceso de Compra
69-0025-CDI20,909.0,909 - Colonia Nacional Dr. Manuel Montes de Oca,69.0,69/00 - División Compras y Contrataciones,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 06:00:00 a.m.,21/08/2020 12:00:00 p.m.,Única,Nacional,ADQUISICIÓN DE JABÓN ANTISÉPTICO Y TOALLAS DE PAPEL.,ADQUISICIÓN DE JABÓN Y TOALLAS.,380000.0,Proceso de Compra
46/10-0146-LPR20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/10 - 10° Corrientes - DNV,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 11:00:00 a.m.,20/08/2020 08:00:00 a.m.,Única,Nacional,Adquisición de Herramientas para el 10° Distrito Corrientes,Adquisición de Herramientas para el 10° Distrito Corrientes,1562665.26,Proceso de Compra
14/3-0043-LPR20,105.0,105 - Comisión Nacional de Energía Atómica,14.0,14/3 - Centro Atómico Bariloche - CNEA,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 09:00:00 a.m.,25/08/2020 09:00:00 a.m.,Única,Nacional,HELIO LIQUIDO,HELIO LIQUIDO,4499000.0,Proceso de Compra
14-0044-LPR20,105.0,105 - Comisión Nacional de Energía Atómica,14.0,14 - Compras y Contrataciones - CNEA,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 10:00:00 a.m.,04/09/2020 10:00:00 a.m.,Única,Nacional,SERVICIO DE RENOVACIÓN DE FIREWALLS Y MANTENIMIENTO DE LOS FIREWALLS DE LA CNEA- GCIA,SERVICIO DE RENOVACIÓN DE FIREWALLS Y MANTENIMIENTO DE LOS FIREWALLS DE LA CNEA- GCIA,4500000.0,Proceso de Compra
37/49-0740-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/049 - Escuadrón 26 Barreal,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 08:00:00 a.m.,20/08/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE PINTURAS,ADQUISICIÓN DE PINTURAS,422850.0,Proceso de Compra
46/21-0532-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/21 - 21° La Pampa - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 05:30:00 p.m.,14/08/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE CORTINAS PARA EL 21º DISTRITO LA PAMPA,ADQUISICIÓN DE CORTINAS PARA EL 21º DISTRITO LA PAMPA,221633.9,Proceso de Compra
43-0019-CDI20,470.0,470 - Instituto de Ayuda Financiera para pago de Retiros y Pensiones Militares,43.0,43 - Departamento de Compras  - Instituto de Ayuda Financiera para pago de Retiros y Pensiones Militares - Ministerio de Defensa,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 01:30:00 p.m.,20/08/2020 09:00:00 a.m.,Única,Nacional,Adquisicion  de VEINTICINCO (25) terminales operativas para escritorios virtualizados (thin clients),Adquisicion  de VEINTICINCO (25) terminales operativas para escritorios virtualizados (thin clients),968000.0,Proceso de Compra
38/21-0768-LPR20,379.0,379 - Estado Mayor General de la Armada,38.0,38/021 - Jefatura Militar de la Dirección General de Educación de la Armada,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 01:00:00 p.m.,12/08/2020 12:00:00 p.m.,Única,Nacional,Adquisición Presentes Institucionales para la DGED,Adquirir Presentes Institucionales a fin de cumplir con lo establecido en el Reglamento de Premios de la DIRECCIÓN GENERAL DE EDUCACIÓN DE LA ARMADA,497700.0,Proceso de Compra
46/10-0539-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/10 - 10° Corrientes - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 11:00:00 a.m.,12/08/2020 08:00:00 a.m.,Única,Nacional,Reparaciones Varias de Sistemas de Inyección de Combustible de Unidades Automotoras y Equipos,Reparaciones Varias de Sistemas de Inyección de Combustible de Unidades Automotoras y Equipos del 10 Dto. DNV,337234.0,Proceso de Compra
14/1-0045-LPR20,105.0,105 - Comisión Nacional de Energía Atómica,14.0,14/1 - Centro Atómico Constituyentes - CNEA,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 10:00:00 a.m.,25/08/2020 10:00:00 a.m.,Única,Nacional,INFORMATICA,INFORMATICA,325000.0,Proceso de Compra
74/27-0216-LPR20,107.0,107 - Administración de Parques Nacionales,74.0,74/27 - Parque Nacional Chaco,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 02:00:00 p.m.,13/08/2020 10:00:00 a.m.,Única,Nacional,Adquisición de Elementos Seguridad y Protección Personal para el Parque Nacional Chaco.,Adquisición de Elementos Seguridad y Protección Personal para el Parque Nacional Chaco.,166200.0,Proceso de Compra
46/10-0547-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/10 - 10° Corrientes - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 11:00:00 a.m.,20/08/2020 08:00:00 a.m.,Única,Nacional,Adquisición de Repuestos Nuevos Originales para Equipos New Holland del 10 dto - DNV.,Adquisición de Repuestos Nuevos Originales para Equipos New Holland:  Retroexcavadora B90B  y Minicargador L-190.,381425.11,Proceso de Compra
14/1-0267-CDI20,105.0,105 - Comisión Nacional de Energía Atómica,14.0,14/1 - Centro Atómico Constituyentes - CNEA,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 10:00:00 a.m.,24/08/2020 11:00:00 a.m.,Única,Nacional,TUBOS DE ALUMINIO,TUBOS DE ALUMINIO,150000.0,Proceso de Compra
38/21-0781-LPR20,379.0,379 - Estado Mayor General de la Armada,38.0,38/021 - Jefatura Militar de la Dirección General de Educación de la Armada,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 12:00:00 p.m.,12/08/2020 12:00:00 p.m.,Única,Nacional,ADQUISICIÓN DE MATERIALES DE ELECTRICIDAD PARA LA ESCUELA DE CIENCIAS DEL MAR,Resulta necesario adquirir el material de electricidad para la realización de las tareas de mantenimiento y reparaciones de instalaciones de esta UNIDAD ACADÉMICA,155585.3,Proceso de Compra
46/3-0555-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/03 - 3° Tucumán - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 10:35:00 a.m.,06/08/2020 10:00:00 a.m.,Única,Nacional,Adq. de Mangueras y Cinta Selladora Para Contadores de Transito -. Secc. Relevamiento - Censo,Adq. de Mangueras y Cinta Selladora Para Contadores de Transito-. Secc. Relevamiento - Censo,89175.0,Proceso de Compra
40/47-0478-CDI20,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,Departamento Contrataciones Córdoba - UOC 40/47,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 08:00:00 a.m.,11/08/2020 10:30:00 a.m.,Única,Nacional,Adquisición de Baterias para dotacion de vehiculos de la ESCUELA DE AVIACIÓN MILITAR,Adquisición de Baterias para dotacion de vehiculos de la ESCUELA DE AVIACIÓN MILITAR,241500.0,Proceso de Compra
72-0023-LPR20,371.0,371 - Estado Mayor Conjunto (EMCO),72.0,72/00 - Dirección Administrativa Financiera- EMCFFAA- Dpto de contrataciones,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 06:00:00 p.m.,12/08/2020 08:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA EQUIPOS DE INFORMÁTICA Y ELECTRÓNICA DEL COFFAA,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA EQUIPOS DE INFORMÁTICA Y ELECTRÓNICA DEL COFFAA,166680.3,Proceso de Compra
97-0026-LPR20,903.0,903 - Hospital Nacional Dr Baldomero Sommer,97.0,97/000 - Hospital Nacional Dr Baldomero Sommer,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 08:00:00 a.m.,21/08/2020 10:00:00 a.m.,Única,Nacional,SERVICIO DE PROVISIÓN DE AGUA DE MESA SIN GAS,CONTAR CON UN SERVICIO DE PROVISIÓN DE AGUA DE MESA SIN GAS EN BIDONES DE 20 LITROS,5812800.0,Proceso de Compra
72-0024-LPR20,371.0,371 - Estado Mayor Conjunto (EMCO),72.0,72/00 - Dirección Administrativa Financiera- EMCFFAA- Dpto de contrataciones,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 06:00:00 p.m.,12/08/2020 08:00:00 a.m.,Única,Nacional,ALQUILER DE LICENCIA ORACLE STANDARD EDITION,ALQUILER DE LICENCIA ORACLE STANDARD EDITION,426000.0,Proceso de Compra
98-0023-CDI20,101.0,101 - Fundación Miguel Lillo,98.0,98/00 - Dir. Compras,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 05:00:00 p.m.,18/08/2020 11:00:00 a.m.,Única,Nacional,SERVICIO DE IMPRESION VINILOS PARA EL MUSEO DE LA FML - PAC 2020,SERVICIO DE IMPRESION VINILOS PARA EL MUSEO DE LA FML - PAC 2020,210385.0,Proceso de Compra
457-0010-CDI20,347.0,347 - Secretaría de Medios y Comunicación Pública,457.0,457/000 - Dirección General de Administración - SFM,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/08/2020 11:00:00 a.m.,10/08/2020 12:00:00 p.m.,Única,Nacional,SERV. INTEG. REPAR. VEHICULO PEUGEOT 408,SERV. INTEG. REPAR. VEHICULO PEUGEOT 408,239200.0,Proceso de Compra
74/27-0220-LPR20,107.0,107 - Administración de Parques Nacionales,74.0,74/27 - Parque Nacional Chaco,Licitacion Privada,Sin Modalidad,,2020.0,03/08/2020 02:00:00 p.m.,14/08/2020 10:00:00 a.m.,Única,Nacional,Materiales de Construcción para el Parque Nacional Chaco.,Materiales de Construcción para el Parque Nacional Chaco.,176900.0,Proceso de Compra
